Name,Age,Gender,Occupation,Income,Purchased
Vanessa,,Female,,137676.0,No
John,39.0,Male,Artist,56446.0,Yes
Colleen,26.0,Male,Nurse,62491.0,No
,35.0,Female,Nurse,50082.0,No
Devon,40.0,,Engineer,97106.0,Yes
Mariah,34.0,Male,Artist,55486.0,No
Christine,43.0,Female,Lawyer,73562.0,No
Ralph,26.0,Male,Lawyer,105314.0,No
Rebecca,40.0,Female,,109360.0,Yes
Sarah,29.0,Male,Engineer,,Yes
Donald,32.0,Male,,,No
Victor,60.0,Male,Doctor,,Yes
Mary,35.0,Female,Teacher,,No
John,32.0,Male,Engineer,99400.0,Yes
Audrey,60.0,,,42533.0,Yes
Brian,41.0,Male,Lawyer,70423.0,Yes
Elizabeth,22.0,Female,Engineer,88318.0,No
Stephanie,60.0,Male,Nurse,52063.0,No
,,,,35317.0,Yes
Jose,45.0,Male,Engineer,86243.0,Yes
Regina,49.0,Female,Teacher,53100.0,No
Zachary,46.0,,Engineer,64989.0,Yes
Aaron,60.0,Female,Engineer,85896.0,No
Christopher,51.0,Female,Engineer,88950.0,Yes
Michele,57.0,Male,Artist,,Yes
Rachel,,Female,Doctor,92051.0,Yes
Elizabeth,52.0,Female,Teacher,38214.0,No
Michael,41.0,Female,Teacher,46473.0,No
Lee,36.0,Female,Doctor,130096.0,Yes
Steven,,Male,Artist,62002.0,Yes
Andrew,25.0,,,54977.0,Yes
John,,Male,Artist,48877.0,No
Shelby,36.0,,Lawyer,102696.0,No
Sharon,23.0,Female,Engineer,86239.0,Yes
George,28.0,Male,Lawyer,94955.0,No
,33.0,Female,Lawyer,96053.0,No
Allison,37.0,Female,Nurse,52721.0,No
Austin,33.0,Male,Artist,68415.0,Yes
Vincent,58.0,Female,Doctor,91671.0,No
Andrew,40.0,Male,Nurse,76204.0,No
,46.0,,Lawyer,,No
Dawn,22.0,Female,Artist,58173.0,No
,27.0,Male,Teacher,,No
Sarah,,Male,Engineer,69181.0,No
Alyssa,39.0,,Engineer,90205.0,Yes
John,31.0,Male,Doctor,85411.0,Yes
Jessica,27.0,Male,Doctor,136124.0,Yes
Devin,23.0,Male,Lawyer,108363.0,Yes
Misty,52.0,Male,Nurse,,Yes
Theresa,40.0,Female,Doctor,120556.0,Yes
Keith,40.0,Female,Lawyer,,Yes
Cheryl,,Female,,42199.0,No
Andrew,38.0,Female,Lawyer,79660.0,Yes
Geoffrey,55.0,Male,,57583.0,Yes
Aaron,42.0,Male,Artist,47608.0,Yes
Justin,30.0,Female,Nurse,71435.0,No
Ashley,44.0,,Artist,58296.0,Yes
John,59.0,,Nurse,73412.0,No
Jonathan,46.0,Male,Nurse,75810.0,No
John,30.0,,Engineer,72823.0,No
Jasmine,28.0,Female,,146078.0,No
Richard,54.0,Male,Artist,45753.0,Yes
Edward,47.0,Female,Doctor,125856.0,No
David,60.0,Female,Teacher,52675.0,No
Dominique,45.0,Male,Doctor,119306.0,Yes
Nathan,56.0,Female,Doctor,,Yes
,33.0,Male,Doctor,127381.0,Yes
Donald,48.0,Male,Lawyer,75070.0,No
Samantha,22.0,Female,Doctor,111828.0,No
Amanda,29.0,Female,Teacher,35746.0,Yes
Kenneth,55.0,Male,Engineer,96945.0,No
David,,Male,Teacher,40058.0,Yes
Brent,27.0,,,44290.0,No
Edward,25.0,Female,Doctor,100272.0,No
,,Male,Doctor,83970.0,No
Eric,23.0,Female,Doctor,81114.0,Yes
Brandy,24.0,Male,Engineer,70471.0,No
Kyle,40.0,Female,Lawyer,107363.0,Yes
,27.0,Female,Nurse,61496.0,No
Bridget,38.0,Female,Doctor,,Yes
Richard,,Female,Engineer,92416.0,Yes
Francisco,40.0,Male,Nurse,71695.0,No
Melissa,27.0,Male,Engineer,,Yes
Kevin,27.0,Male,Doctor,134476.0,No
,28.0,Male,Doctor,134680.0,Yes
Mary,,Male,,44577.0,Yes
Alexandra,45.0,,Nurse,,No
John,23.0,Male,Nurse,72164.0,Yes
Stephanie,47.0,Male,,,Yes
Leslie,33.0,Female,Nurse,74360.0,No
Michael,38.0,Male,Lawyer,72135.0,Yes
Rachel,42.0,Female,Doctor,138453.0,Yes
Valerie,58.0,Female,Doctor,123603.0,No
Erica,36.0,Male,Teacher,43468.0,No
John,32.0,Male,Nurse,60207.0,Yes
Colleen,56.0,Female,Engineer,99477.0,No
Maria,57.0,Female,Engineer,,No
Michael,,Female,Engineer,72312.0,No
Mark,,Male,Artist,50997.0,Yes
Patricia,53.0,,Doctor,103766.0,No
Charles,29.0,Male,Artist,45108.0,No
Daniel,59.0,Female,Nurse,51955.0,Yes
Steven,24.0,Male,Doctor,112212.0,No
,32.0,Male,Nurse,,No
,53.0,,Nurse,75631.0,No
,36.0,Female,Nurse,62730.0,Yes
Angela,28.0,,Teacher,46216.0,No
,53.0,Female,Teacher,58937.0,No
Alexandria,36.0,Male,Engineer,91785.0,No
Alan,33.0,Male,Artist,65189.0,Yes
Cheyenne,52.0,Male,Lawyer,111324.0,Yes
Joseph,52.0,Female,Artist,41251.0,Yes
Tyler,52.0,Female,Artist,67726.0,Yes
Tammy,54.0,Female,Doctor,148293.0,Yes
Bianca,31.0,Female,Engineer,91677.0,Yes
Brian,50.0,Male,Artist,58152.0,Yes
,50.0,,,78310.0,Yes
Derrick,27.0,Female,Engineer,84111.0,Yes
Rodney,35.0,Female,Nurse,59114.0,Yes
Amy,45.0,,Doctor,149852.0,Yes
Blake,,Male,,74120.0,No
Virginia,54.0,Male,Doctor,86568.0,No
Valerie,50.0,Male,Teacher,52012.0,No
Stephen,30.0,Male,Artist,54695.0,No
Adam,48.0,Male,Engineer,64449.0,No
Kim,49.0,Female,Lawyer,91251.0,Yes
Nicholas,,Female,Teacher,51564.0,No
Jack,25.0,Male,Artist,57907.0,Yes
Rachel,,Female,,43845.0,Yes
Richard,59.0,,Doctor,81780.0,No
,,Female,Teacher,47854.0,No
Joel,,,Lawyer,108347.0,Yes
Kim,51.0,Male,Nurse,66402.0,Yes
,36.0,Male,Artist,44279.0,No
,55.0,Male,,79025.0,No
Veronica,,Female,Nurse,56818.0,Yes
Christine,37.0,Female,Doctor,123752.0,Yes
Stephanie,,,Teacher,47581.0,Yes
Brianna,39.0,Male,Lawyer,114044.0,No
Debra,57.0,Female,Teacher,46970.0,No
Cheryl,58.0,Male,Artist,48434.0,No
Michael,,Male,Artist,,No
Terri,44.0,Female,Nurse,,No
George,55.0,Male,,87933.0,Yes
Frank,38.0,Female,Engineer,67240.0,Yes
Jeremy,41.0,Male,,35689.0,No
Sarah,57.0,Female,Artist,45940.0,Yes
Miranda,22.0,Male,Engineer,86641.0,No
,49.0,Male,,86329.0,Yes
Lee,55.0,Male,Artist,64623.0,No
Adam,50.0,Female,Teacher,45230.0,Yes
Jesus,54.0,Female,Doctor,131499.0,No
Anthony,,Female,Nurse,,No
Edward,24.0,Male,Nurse,53799.0,No
Nicholas,34.0,Male,Engineer,71281.0,Yes
Kylie,25.0,Male,Artist,,Yes
Justin,34.0,Female,Engineer,65384.0,No
Emily,49.0,Female,Teacher,45601.0,Yes
John,35.0,,Lawyer,94545.0,Yes
Nancy,58.0,Male,Artist,41193.0,No
Chelsea,,Female,Doctor,85271.0,Yes
Katherine,33.0,Male,Teacher,44490.0,Yes
Jennifer,41.0,Male,Doctor,148892.0,Yes
Brenda,46.0,Female,Lawyer,96552.0,No
Christopher,56.0,Female,Lawyer,118731.0,Yes
,44.0,Female,Lawyer,84756.0,No
Tamara,58.0,Female,Nurse,61691.0,No
Isaiah,45.0,Female,Artist,61754.0,Yes
Jacob,56.0,Male,Artist,50926.0,Yes
Jason,23.0,Male,Engineer,84482.0,Yes
,60.0,Female,Teacher,50196.0,Yes
Seth,47.0,Male,Engineer,84918.0,No
Jason,31.0,Female,Lawyer,113312.0,No
Michael,36.0,Female,Teacher,41605.0,No
Eugene,28.0,Female,Nurse,50541.0,No
Karen,23.0,Female,Doctor,117226.0,No
Robin,53.0,Female,,65860.0,Yes
Javier,46.0,Male,Lawyer,115507.0,No
Stanley,32.0,Male,Artist,46917.0,No
Lisa,22.0,,Nurse,53465.0,Yes
Samantha,52.0,Female,Nurse,72324.0,Yes
Eddie,29.0,,Teacher,38432.0,No
,28.0,Male,Engineer,99151.0,Yes
Teresa,52.0,Female,Doctor,81594.0,No
Susan,45.0,,Doctor,122717.0,Yes
Sean,53.0,Male,Teacher,53587.0,Yes
Jordan,46.0,Female,Engineer,89584.0,Yes
Wanda,42.0,Female,Doctor,108902.0,Yes
,49.0,Male,Lawyer,82149.0,No
Jacob,43.0,Male,Nurse,65826.0,Yes
Jessica,47.0,Female,Teacher,47238.0,No
Jacqueline,58.0,Female,Nurse,53937.0,No
,27.0,Male,Teacher,36765.0,No
,53.0,Male,Artist,58072.0,No
Michael,51.0,Male,Doctor,,Yes
Anna,56.0,Male,Engineer,71621.0,Yes
Amanda,56.0,Female,Engineer,64416.0,Yes
Sabrina,42.0,Female,Doctor,105683.0,No
,52.0,Female,,95989.0,No
Monica,45.0,Male,Teacher,36519.0,Yes
Albert,46.0,Male,,79597.0,No
,36.0,Male,Engineer,75557.0,No
Adam,57.0,Female,Doctor,,Yes
Sara,37.0,Female,Lawyer,73562.0,No
Teresa,58.0,Female,Nurse,73059.0,Yes
,56.0,Male,,,Yes
Nicole,59.0,Female,Doctor,,No
Sylvia,32.0,Male,Lawyer,91624.0,No
Joan,32.0,Male,Nurse,67559.0,Yes
,54.0,,Lawyer,113559.0,Yes
Heather,52.0,,Teacher,,Yes
Sherri,43.0,Female,Engineer,94663.0,No
Tasha,,Male,,43825.0,Yes
Alexander,24.0,Male,Doctor,111364.0,Yes
Roger,40.0,Male,Doctor,,No
Jose,25.0,Female,Nurse,70624.0,Yes
Gabriela,41.0,Male,Lawyer,109479.0,Yes
Nathan,42.0,Female,Lawyer,110231.0,No
Rachel,45.0,Female,Teacher,,Yes
Kristi,,Female,Engineer,68834.0,No
,51.0,Male,Teacher,38362.0,No
Daniel,48.0,Male,Teacher,,Yes
Chelsea,35.0,Female,Engineer,86235.0,No
Heather,41.0,Male,Doctor,89093.0,Yes
Mary,53.0,Female,Nurse,69193.0,No
Shannon,27.0,Male,Artist,58835.0,No
,24.0,Female,Teacher,53270.0,Yes
Sean,31.0,Male,Engineer,79335.0,No
Lisa,24.0,Male,,93609.0,No
Barbara,58.0,Male,Engineer,,Yes
Patricia,41.0,Female,Teacher,56924.0,Yes
Sue,47.0,Male,Lawyer,107747.0,Yes
Michael,52.0,Female,Artist,65360.0,No
Dennis,51.0,Male,Lawyer,83474.0,Yes
Sandra,23.0,,Nurse,75961.0,No
Tony,44.0,Male,Doctor,91547.0,Yes
Maria,52.0,Male,Artist,49439.0,No
Samantha,40.0,,Doctor,102563.0,Yes
,54.0,,,115858.0,No
Andrea,22.0,Male,Artist,58325.0,No
Carla,,Female,Doctor,117464.0,Yes
Laura,,Female,Lawyer,84170.0,No
Sheila,48.0,Male,Engineer,84862.0,No
Leslie,,Male,Nurse,58505.0,No
Allison,58.0,,Engineer,83130.0,Yes
William,59.0,Female,Nurse,60142.0,Yes
Jay,60.0,,Teacher,39553.0,No
Kathryn,55.0,Female,Artist,69917.0,Yes
Francisco,58.0,Female,,117427.0,No
Anthony,45.0,Male,Doctor,133929.0,No
Jerry,50.0,Female,Engineer,,No
Danny,54.0,Male,Lawyer,100945.0,No
Megan,,Male,Doctor,,Yes
Kathleen,42.0,Male,Artist,51769.0,Yes
Jennifer,57.0,,Teacher,56280.0,No
Kathleen,31.0,Female,Engineer,,No
Emily,59.0,Female,Doctor,96841.0,No
Eric,51.0,Female,,48845.0,Yes
David,32.0,Female,Artist,62917.0,Yes
Jason,45.0,Female,Doctor,130197.0,Yes
Jessica,56.0,Female,Nurse,66805.0,Yes
Ryan,37.0,Female,Teacher,59401.0,Yes
Joshua,44.0,Male,Lawyer,74851.0,Yes
Alicia,41.0,Male,,,No
Julie,46.0,Female,Nurse,68961.0,No
Kevin,34.0,Female,Engineer,80146.0,Yes
Heather,30.0,Female,Teacher,41248.0,Yes
David,47.0,Male,Lawyer,78863.0,No
Krista,41.0,,,136356.0,No
Charles,37.0,Male,Artist,62650.0,Yes
Kyle,28.0,,Lawyer,84287.0,No
Donald,55.0,,Nurse,56591.0,Yes
Matthew,30.0,,Doctor,,Yes
Jared,31.0,Male,Engineer,94222.0,No
David,59.0,Male,Doctor,129683.0,No
Ashley,28.0,Female,Lawyer,85536.0,Yes
Nicole,44.0,Female,Artist,58177.0,Yes
Tammy,36.0,Female,Teacher,38999.0,No
Christopher,59.0,,,115856.0,Yes
Maureen,37.0,Male,Lawyer,83959.0,Yes
Katherine,45.0,Male,Lawyer,115342.0,No
Curtis,45.0,Male,Doctor,106197.0,No
Martin,54.0,Female,Engineer,93811.0,No
Theresa,,Male,Nurse,59355.0,No
Megan,22.0,Female,Nurse,71514.0,No
Jeffrey,,,Artist,40655.0,Yes
Andrew,55.0,Female,Artist,49505.0,Yes
Arthur,57.0,,Doctor,137320.0,No
Paul,54.0,Male,Nurse,59067.0,Yes
Ashley,59.0,Male,Lawyer,,No
Reginald,43.0,Female,Engineer,86057.0,Yes
Mathew,59.0,,Engineer,87179.0,Yes
Diana,31.0,Male,Lawyer,106987.0,No
Kenneth,46.0,Male,Engineer,84606.0,No
Matthew,27.0,,,53626.0,No
Richard,47.0,Male,Doctor,148793.0,No
John,29.0,,Engineer,99651.0,Yes
Brittany,39.0,Male,Nurse,73771.0,No
Joseph,45.0,Female,Lawyer,,Yes
Yesenia,60.0,Female,Engineer,77084.0,Yes
Jason,59.0,Male,Nurse,69089.0,No
Rebecca,45.0,Male,Nurse,72383.0,No
Dylan,40.0,Male,Doctor,,Yes
Rick,53.0,Female,Nurse,62357.0,Yes
Raymond,31.0,Male,Nurse,53087.0,Yes
Matthew,,Female,Lawyer,118197.0,Yes
Wanda,51.0,Male,Lawyer,89985.0,Yes
Bryan,52.0,Female,Artist,51996.0,Yes
Michelle,40.0,Male,Nurse,53093.0,No
Anthony,50.0,Male,Nurse,,Yes
Bryan,23.0,Male,Artist,46466.0,No
Dominique,33.0,Female,Nurse,77705.0,Yes
Colleen,22.0,Male,Engineer,91631.0,No
Tiffany,37.0,Female,,58137.0,Yes
Anthony,38.0,Female,Lawyer,88607.0,Yes
April,44.0,Female,Engineer,73272.0,No
Kevin,43.0,Female,,40004.0,Yes
Katherine,32.0,Male,Engineer,90119.0,No
Christine,48.0,Female,Engineer,92757.0,Yes
Kenneth,35.0,Male,Lawyer,84196.0,Yes
Taylor,23.0,Male,Engineer,64345.0,Yes
Michelle,25.0,Male,Lawyer,97209.0,Yes
Kayla,47.0,Male,Teacher,46902.0,Yes
Donna,41.0,Male,Engineer,81510.0,Yes
Richard,27.0,Female,Artist,52062.0,No
William,47.0,Female,Engineer,75024.0,No
Timothy,60.0,,Nurse,77372.0,No
Rachel,,Male,Nurse,,Yes
Jacqueline,42.0,Male,Nurse,57163.0,Yes
,25.0,Male,,57160.0,No
Courtney,56.0,,Engineer,97401.0,Yes
Neil,,Female,Nurse,60294.0,No
,55.0,Male,Doctor,115164.0,No
April,47.0,Male,,144913.0,Yes
Cheryl,48.0,,Engineer,,No
Andrew,60.0,Female,Doctor,122631.0,Yes
Rachel,52.0,Female,Lawyer,82226.0,No
Michelle,39.0,Female,Lawyer,87581.0,Yes
,41.0,Female,Nurse,,Yes
Martha,46.0,Male,Doctor,,Yes
Diane,34.0,Female,Doctor,137349.0,Yes
John,,Male,Lawyer,80231.0,Yes
Lisa,33.0,Female,Engineer,,No
Jason,34.0,Male,Lawyer,80460.0,No
,59.0,Male,Teacher,55203.0,No
Lisa,35.0,Female,Nurse,64503.0,Yes
Brian,52.0,Male,Artist,40860.0,No
Ronald,57.0,Female,Lawyer,105104.0,Yes
Crystal,23.0,Male,Engineer,98401.0,Yes
Samuel,,Female,,139492.0,No
Ashley,35.0,Female,Teacher,53726.0,Yes
Robert,51.0,Male,Lawyer,110934.0,Yes
Dustin,24.0,Female,Teacher,,Yes
Javier,38.0,Female,,96055.0,Yes
Ashley,36.0,Female,Teacher,35830.0,Yes
Steven,35.0,Female,Artist,,Yes
Courtney,53.0,Female,Artist,49361.0,No
Rachel,56.0,Male,,69087.0,No
Andrew,55.0,,Engineer,80712.0,Yes
Gail,55.0,Male,Doctor,110499.0,Yes
Philip,29.0,,,59609.0,No
Victoria,44.0,Female,,62500.0,Yes
Lindsay,,Male,,90849.0,Yes
Brian,50.0,Male,Teacher,42228.0,No
Jacob,34.0,Female,Doctor,,No
Lisa,32.0,Female,Artist,50151.0,Yes
Shelby,50.0,Male,Teacher,57889.0,No
Michael,50.0,Male,Doctor,84895.0,Yes
Lisa,53.0,Male,Engineer,91255.0,No
Matthew,23.0,Male,Doctor,148218.0,Yes
Sharon,44.0,Female,Engineer,67282.0,Yes
Andres,47.0,Male,Artist,,No
Ronald,41.0,Female,Teacher,59664.0,Yes
Jeffrey,,Female,Nurse,70932.0,No
Andrea,36.0,Male,Lawyer,76866.0,No
Daniel,52.0,Male,Teacher,35404.0,Yes
Kelly,57.0,Female,Artist,45229.0,Yes
Kristin,32.0,Female,Lawyer,74311.0,No
Jessica,44.0,Male,Engineer,79007.0,Yes
,29.0,Male,Engineer,85219.0,Yes
William,39.0,Female,Artist,55466.0,Yes
Richard,37.0,Female,Lawyer,101947.0,No
Nicole,56.0,Male,Artist,63952.0,No
Jonathan,33.0,Female,Artist,65790.0,Yes
Amy,22.0,Male,Teacher,43899.0,No
Andrew,51.0,,Lawyer,107014.0,Yes
,51.0,Female,Lawyer,82497.0,No
Brian,44.0,Male,Doctor,109171.0,No
,58.0,Female,Artist,,Yes
Alejandro,41.0,Male,,61393.0,Yes
Mary,38.0,Female,,46928.0,Yes
Jessica,35.0,Female,Engineer,63653.0,Yes
Kevin,29.0,Male,Lawyer,73738.0,Yes
John,37.0,Male,Doctor,99561.0,No
Katie,27.0,Male,Nurse,75424.0,Yes
Raymond,32.0,Female,Lawyer,101466.0,Yes
Julia,55.0,Male,Doctor,134579.0,Yes
Jacqueline,29.0,,Engineer,65228.0,No
Todd,39.0,Male,Nurse,73827.0,Yes
,27.0,Male,Engineer,80398.0,No
,34.0,Male,Lawyer,95506.0,Yes
Antonio,34.0,Female,Artist,42670.0,Yes
Kelsey,33.0,Female,,125305.0,Yes
Anita,,Female,Nurse,64307.0,No
,50.0,Male,Engineer,65268.0,Yes
Anna,,Male,Nurse,61540.0,Yes
John,32.0,Male,Doctor,,No
Kayla,40.0,Male,Engineer,96599.0,Yes
,43.0,Male,Doctor,85222.0,No
Debra,,Female,Artist,,No
Kevin,43.0,Female,Nurse,72666.0,No
Edward,43.0,Male,Nurse,63135.0,No
,39.0,Male,Artist,,Yes
Patricia,,Female,Lawyer,113030.0,No
Andrea,30.0,Female,Teacher,40510.0,Yes
Beth,23.0,Male,Doctor,134841.0,No
George,26.0,,Nurse,57387.0,No
Jennifer,,Female,Artist,54804.0,No
Elizabeth,29.0,Female,Artist,67557.0,No
Daniel,35.0,Male,Teacher,55872.0,Yes
Nicolas,43.0,Male,Engineer,78620.0,No
Lauren,25.0,Female,Doctor,115478.0,No
Tyler,,Male,Artist,61079.0,Yes
Gabriel,42.0,Male,,84718.0,No
Robert,33.0,Male,Teacher,42310.0,No
Joseph,52.0,Male,Engineer,75142.0,No
David,25.0,,Lawyer,,Yes
Sandra,31.0,Female,Engineer,64586.0,Yes
Brianna,57.0,Male,Doctor,107145.0,Yes
Vanessa,26.0,Male,Engineer,97406.0,Yes
Carla,40.0,Female,Nurse,68569.0,Yes
Amy,57.0,Female,Nurse,59086.0,Yes
Richard,39.0,Male,Artist,67896.0,Yes
Brian,25.0,Female,Engineer,96601.0,No
Jeffrey,57.0,,Lawyer,76435.0,No
Tara,34.0,Female,Doctor,81314.0,No
,55.0,Female,Engineer,81403.0,No
John,26.0,Female,Teacher,45306.0,Yes
Larry,40.0,Male,Doctor,110964.0,Yes
Adam,36.0,Female,Artist,50548.0,No
Victoria,34.0,Male,Artist,44252.0,Yes
Jose,53.0,Male,Engineer,84719.0,No
,24.0,Male,Engineer,78856.0,Yes
Michael,,Female,,41436.0,Yes
Andre,28.0,Female,Teacher,,Yes
Andrea,56.0,Male,Engineer,89366.0,Yes
Justin,32.0,Male,Nurse,73350.0,No
Jose,27.0,Female,,87424.0,Yes
Cameron,50.0,Male,Nurse,65774.0,No
Kimberly,30.0,Female,Doctor,82643.0,Yes
Christopher,31.0,Female,Engineer,82707.0,No
Jessica,39.0,Male,Teacher,52388.0,Yes
Monica,38.0,Female,Doctor,,Yes
,39.0,Male,Artist,61441.0,Yes
Diane,28.0,Female,Doctor,137439.0,No
Maria,,Female,Lawyer,100440.0,No
Kimberly,43.0,Male,Nurse,74922.0,Yes
Patricia,31.0,Female,Engineer,79113.0,No
Veronica,55.0,Female,Lawyer,114709.0,Yes
,47.0,Male,Teacher,39844.0,No
William,30.0,Male,Doctor,110665.0,No
Samuel,31.0,Male,Doctor,91941.0,No
Johnny,25.0,Female,Doctor,140601.0,No
Toni,34.0,,Nurse,71477.0,No
Grace,50.0,Male,Teacher,,Yes
Catherine,52.0,Male,Doctor,86521.0,Yes
Sheila,30.0,,Nurse,,Yes
Paul,47.0,Female,Artist,69267.0,Yes
Devon,43.0,Male,Teacher,41187.0,Yes
Tara,45.0,Male,,55983.0,No
Caleb,50.0,Male,Doctor,91002.0,No
Karen,50.0,Male,Artist,63435.0,No
Edgar,,Male,Teacher,57363.0,Yes
Grant,42.0,Male,Engineer,77638.0,No
Amanda,58.0,Female,Doctor,133909.0,Yes
David,26.0,,Engineer,70036.0,Yes
Alison,49.0,Female,Teacher,41410.0,Yes
Kara,42.0,Male,Doctor,88960.0,No
Charles,50.0,Female,Lawyer,115248.0,No
Christian,,Female,Teacher,36334.0,Yes
,45.0,,Engineer,65558.0,No
Breanna,29.0,Female,Lawyer,80479.0,Yes
Megan,27.0,Male,Engineer,67941.0,Yes
Johnathan,40.0,Male,Nurse,62754.0,Yes
Alicia,,Male,Lawyer,88994.0,No
Ana,25.0,Male,Doctor,142869.0,No
Courtney,41.0,Male,Doctor,134303.0,No
Stephanie,38.0,Male,,78072.0,Yes
Stephen,27.0,Male,Artist,63311.0,No
Laurie,,Female,Teacher,40966.0,Yes
Richard,40.0,Male,Doctor,91459.0,Yes
Angela,25.0,Female,Lawyer,95960.0,No
Rachel,46.0,Male,Engineer,73730.0,No
Jennifer,31.0,Female,Lawyer,73201.0,No
Rachel,44.0,Male,Teacher,46440.0,Yes
,27.0,Male,Nurse,67228.0,No
Jason,51.0,Female,Nurse,56935.0,Yes
Jordan,45.0,Male,Lawyer,89634.0,Yes
Megan,31.0,Female,Nurse,55443.0,Yes
Paul,32.0,,Teacher,47619.0,Yes
Jose,38.0,Female,Nurse,52183.0,Yes
Christina,25.0,Female,Doctor,98460.0,Yes
Alexandra,57.0,Male,Doctor,,No
Diana,,Female,Artist,,No
Brett,24.0,Female,Doctor,117045.0,No
Jessica,23.0,Male,Doctor,127461.0,Yes
Tonya,37.0,Female,Lawyer,73373.0,Yes
Kevin,34.0,Male,,82916.0,Yes
Timothy,39.0,Male,Doctor,82640.0,No
Evan,48.0,Male,Nurse,77539.0,No
Steven,54.0,Female,Engineer,68733.0,Yes
Jessica,26.0,Female,Lawyer,94030.0,Yes
David,41.0,Female,Doctor,101983.0,Yes
Andrew,,Female,Artist,51473.0,No
Jason,32.0,Female,,113297.0,No
Zachary,48.0,Male,Doctor,147721.0,Yes
Brian,48.0,Male,Engineer,89414.0,No
Steven,51.0,Male,Doctor,92735.0,Yes
,,Female,Doctor,136520.0,Yes
Corey,,Female,Engineer,75642.0,Yes
Kevin,43.0,Female,Nurse,73007.0,Yes
Lisa,42.0,Female,Doctor,91015.0,Yes
Jacob,,Male,Teacher,49004.0,Yes
Donna,26.0,Male,Teacher,,No
Robert,43.0,Female,Doctor,99964.0,Yes
Thomas,60.0,Male,Lawyer,,No
Jeffrey,23.0,Male,Lawyer,108136.0,No
Sandra,,Female,Nurse,72041.0,Yes
Meghan,51.0,Male,Nurse,77444.0,No
Katherine,22.0,Male,Nurse,57558.0,Yes
Larry,30.0,Male,Nurse,61806.0,Yes
Sean,52.0,Female,Teacher,,No
Amy,30.0,Female,Lawyer,81510.0,No
Pamela,42.0,Male,Doctor,115995.0,Yes
Kristen,46.0,Female,Teacher,47018.0,No
William,27.0,Male,,54018.0,Yes
Jennifer,45.0,Male,Engineer,89275.0,No
Jennifer,53.0,Male,Lawyer,116343.0,No
Samantha,22.0,Male,,52500.0,No
William,24.0,Male,Lawyer,119455.0,Yes
Jeffrey,31.0,Male,Artist,58915.0,Yes
Tina,36.0,Female,Artist,63012.0,No
Janet,52.0,Female,Engineer,87075.0,No
Jeremy,31.0,,Artist,45028.0,No
Gabriel,26.0,Female,Doctor,93823.0,Yes
Maria,53.0,Male,,130159.0,No
Candace,50.0,Female,Nurse,57896.0,No
Kyle,44.0,Female,Nurse,50119.0,Yes
Paul,47.0,Male,Nurse,71780.0,Yes
Laura,,Female,Engineer,97981.0,Yes
Dale,,Female,Teacher,42311.0,Yes
John,22.0,,,98845.0,No
Nicole,49.0,Male,Artist,59609.0,Yes
Hayley,27.0,Male,Nurse,71521.0,No
Robert,50.0,Female,Teacher,57398.0,Yes
Scott,58.0,Male,Doctor,126184.0,Yes
Krystal,25.0,Female,Teacher,59737.0,No
Aaron,60.0,,Lawyer,75581.0,No
Sean,41.0,Female,Artist,66624.0,Yes
Darrell,36.0,Female,Teacher,41321.0,Yes
Morgan,54.0,Male,Doctor,124442.0,No
Megan,54.0,Female,Nurse,50230.0,Yes
,43.0,Female,Nurse,50137.0,Yes
Patricia,27.0,Female,,,Yes
David,32.0,Male,Doctor,90463.0,No
Kaitlyn,43.0,Male,Lawyer,82642.0,No
Carrie,37.0,Male,Teacher,38865.0,Yes
Justin,23.0,Male,Nurse,70239.0,No
,30.0,,Nurse,75538.0,No
Cynthia,34.0,Male,Lawyer,85200.0,No
Sarah,59.0,Female,Engineer,,Yes
Diane,56.0,Female,Artist,44783.0,Yes
Regina,23.0,Male,Nurse,54460.0,Yes
David,25.0,Female,Nurse,79740.0,Yes
Sara,53.0,Female,Lawyer,117013.0,No
Jessica,54.0,Male,Lawyer,112568.0,No
Kevin,59.0,Female,Doctor,129288.0,Yes
,27.0,,Engineer,89866.0,Yes
Christopher,56.0,Male,Artist,68355.0,Yes
,45.0,Female,Doctor,145378.0,No
Brandon,24.0,Female,,77145.0,No
Christopher,48.0,Male,Teacher,52233.0,No
Kenneth,30.0,Male,Nurse,73350.0,Yes
,38.0,Male,Lawyer,99903.0,No
Dawn,22.0,Female,Lawyer,71080.0,No
Dale,37.0,Male,Artist,48189.0,Yes
Debra,,,Artist,61354.0,Yes
Danielle,48.0,Female,,,No
Mary,41.0,Female,Doctor,98986.0,No
Kathryn,41.0,Female,Nurse,57384.0,Yes
Jimmy,46.0,Female,Artist,,Yes
Dana,28.0,Female,Engineer,,No
Debbie,54.0,Male,Nurse,56581.0,No
Paul,46.0,Male,Lawyer,118614.0,Yes
,50.0,Male,Artist,57249.0,Yes
Sherry,49.0,Male,,148067.0,Yes
Samantha,26.0,Male,Engineer,70563.0,No
Gary,47.0,Male,Artist,40735.0,No
Brittney,26.0,Female,Teacher,53906.0,Yes
Adam,,Male,Lawyer,72813.0,No
,30.0,Female,Engineer,79796.0,No
Melissa,23.0,Female,Nurse,78545.0,No
Margaret,,Female,Engineer,69003.0,Yes
Emma,28.0,Male,Teacher,35400.0,Yes
Lisa,32.0,Female,Engineer,83306.0,No
Andrew,46.0,Male,Engineer,,No
,34.0,Male,Doctor,,Yes
Katherine,43.0,Male,Lawyer,116984.0,Yes
